,is_genuine,diagonal,height_left,height_right,margin_low,margin_up,length
1376,0.0,171.8,104.31,104.49,5.97,3.51,111.2
1377,0.0,172.3,104.18,104.54,5.04,3.35,111.11
1378,0.0,171.41,104.2,103.73,4.31,3.32,111.74
1379,0.0,172.15,104.23,104.41,5.47,3.37,112.53
1380,0.0,171.58,103.87,104.07,4.67,3.51,111.53
1381,0.0,172.08,104.04,103.44,5.39,3.19,111.04
1382,0.0,171.97,104.85,104.52,5.87,3.56,110.98
1383,0.0,171.75,104.16,104.16,4.23,2.99,111.83
1384,0.0,171.26,104.19,104.26,5.17,3.35,111.04
1385,0.0,171.46,104.4,104.3,5.2,3.3,111.58
1386,0.0,172.05,104.22,104.05,5.87,3.18,111.13
1387,0.0,171.8,103.97,103.93,5.39,3.07,111.22
1388,0.0,171.05,104.09,104.5,4.72,3.1,112.44
1389,0.0,172.31,104.31,104.72,4.86,3.41,112.06
1390,0.0,171.43,104.26,103.91,5.14,3.53,111.9
1391,0.0,172.36,104.01,104.41,5.23,3.07,110.71
1392,0.0,171.59,104.17,104.09,5.25,3.08,112.14
1393,0.0,171.67,104.08,104.73,4.93,3.31,111.81
1394,0.0,172.0,104.17,104.44,4.72,3.4,111.17
1395,0.0,171.5,104.28,104.22,5.2,3.24,111.56
1396,0.0,171.91,104.53,104.23,4.75,3.34,112.28
1397,0.0,172.24,104.32,103.83,5.6,3.44,111.37
1398,0.0,171.73,104.12,104.36,4.71,3.5,112.15
1399,0.0,171.81,104.44,104.23,5.29,3.39,111.64
1400,0.0,172.03,104.46,103.8,5.59,3.56,111.86
1401,0.0,171.62,104.32,104.76,4.92,3.41,112.4
1402,0.0,171.89,103.79,104.17,5.11,3.4,111.76
1403,0.0,171.53,104.25,104.17,4.3,3.5,112.23
1404,0.0,171.76,103.79,104.05,5.12,3.22,112.08
1405,0.0,171.79,104.3,104.31,5.65,3.11,111.8
1406,0.0,171.54,103.98,103.96,5.57,3.09,111.88
1407,0.0,172.02,103.99,104.28,4.22,2.98,112.42
1408,0.0,171.99,103.95,104.27,5.46,3.48,111.06
1409,0.0,171.9,104.09,104.73,4.59,3.27,112.47
1410,0.0,171.96,103.86,103.86,5.06,3.55,110.44
1411,0.0,171.95,104.39,104.31,5.98,3.23,111.33
1412,0.0,172.25,103.94,103.68,4.14,3.25,112.48
1413,0.0,171.83,104.42,104.03,6.0,2.95,112.98
1414,0.0,171.92,104.17,104.11,5.59,3.14,112.2
1415,0.0,171.93,104.58,104.35,6.04,3.46,111.46
1416,0.0,171.76,104.25,104.65,4.25,3.22,111.45
1417,0.0,171.21,103.92,104.29,5.18,3.12,111.7
1418,0.0,171.79,104.64,103.74,5.97,3.26,111.86
1419,0.0,172.13,104.33,103.69,4.75,3.08,110.75
1420,0.0,171.56,104.47,104.04,6.38,3.43,112.12
1421,0.0,172.24,104.11,103.55,5.02,3.63,111.33
1422,0.0,171.49,104.12,104.33,5.93,3.09,111.56
1423,0.0,171.74,104.17,104.56,5.54,3.05,111.67
1424,0.0,171.68,103.9,104.41,4.74,3.29,111.85
1425,0.0,171.94,104.36,104.01,5.14,3.35,111.83
1426,0.0,172.22,103.92,104.03,6.25,3.14,110.89
1427,0.0,172.27,104.39,104.5,5.09,3.11,112.51
1428,0.0,172.39,104.04,104.32,5.09,3.55,111.82
1429,0.0,171.49,104.64,104.25,4.31,3.49,112.0
1430,0.0,171.76,104.55,103.8,5.28,3.26,111.4
1431,0.0,172.52,104.11,104.35,5.3,3.31,111.55
1432,0.0,171.96,103.92,104.23,5.0,3.35,111.16
1433,0.0,172.43,104.18,104.43,4.57,3.65,111.92
1434,0.0,171.66,103.8,104.09,4.73,3.12,111.56
1435,0.0,172.66,104.33,104.41,5.1499820927178845,3.56,111.47
1436,0.0,171.76,104.03,103.85,5.79,3.37,111.3
1437,0.0,171.92,104.18,103.9,5.67,3.58,112.37
1438,0.0,171.9,104.28,104.29,5.107276442755392,3.24,111.49
1439,0.0,171.65,103.94,104.19,4.67,3.32,110.95
1440,0.0,171.53,104.41,103.85,4.64,3.39,111.94
1441,0.0,171.63,104.55,103.81,6.56,3.1,111.87
1442,0.0,171.4,104.21,104.44,5.59,3.3,111.09
1443,0.0,172.19,104.26,104.12,5.23,3.49,110.52
1444,0.0,171.84,104.17,103.98,4.91,3.39,111.26
1445,0.0,172.14,104.39,104.1,4.44,3.34,111.86
1446,0.0,171.65,104.41,104.06,5.37,3.56,111.36
1447,0.0,172.07,104.25,103.62,5.1,3.31,111.28
1448,0.0,171.74,104.32,103.64,5.47,3.28,111.56
1449,0.0,171.66,104.1,104.15,4.53,3.4,111.83
1450,0.0,172.72,104.05,104.17,4.21,3.37,111.53
1451,0.0,171.94,104.2,103.81,5.1,3.43,111.69
1452,0.0,171.93,104.15,103.98,4.57,3.57,112.71
1453,0.0,171.55,104.2,104.49,5.42,3.54,109.93
1454,0.0,172.2,104.56,103.58,5.19,3.62,111.17
1455,0.0,171.56,103.65,103.75,4.85,3.56,111.31
1456,0.0,172.48,104.41,104.47,4.81,3.62,111.31
1457,0.0,171.34,104.43,104.28,4.7,3.39,111.01
1458,0.0,171.65,104.0,104.53,5.69,3.41,111.09
1459,0.0,171.78,104.31,103.82,6.19,3.25,111.14
1460,0.0,171.99,104.28,104.48,5.27,3.46,110.94
1461,0.0,171.92,104.66,104.31,5.15,3.33,112.75
1462,0.0,171.9,104.02,103.91,5.38,3.48,111.98
1463,0.0,172.23,104.27,104.28,4.35,3.68,111.64
1464,0.0,172.07,104.17,104.37,6.54,3.54,111.2
1465,0.0,172.17,103.89,103.87,5.22,3.68,110.68
1466,0.0,171.58,104.55,103.83,5.5,3.32,110.97
1467,0.0,171.16,103.8,103.93,4.95,3.36,112.29
1468,0.0,172.21,103.88,104.65,4.82,3.58,111.11
1469,0.0,172.37,104.52,104.37,5.36,3.26,111.27
1470,0.0,171.49,104.42,104.4,5.08,3.36,111.45
1471,0.0,171.93,104.58,103.73,5.28,3.36,112.41
1472,0.0,171.85,104.27,103.83,4.15,3.37,112.0
1473,0.0,171.76,104.04,104.12,6.29,3.2,112.87
1474,0.0,171.7,104.42,104.04,4.75,3.32,111.63
1475,0.0,172.03,104.48,104.33,5.66,3.01,112.15
1476,0.0,171.43,104.46,103.95,5.13,3.05,111.2
1477,0.0,172.16,104.23,104.19,5.09,3.61,112.43
1478,0.0,172.36,103.93,104.0,6.08,3.76,112.89
1479,0.0,171.55,103.76,104.21,5.11,3.01,111.48
1480,0.0,171.64,103.92,104.66,5.71,3.38,112.33
1481,0.0,172.17,104.33,104.53,5.06,3.71,111.75
1482,0.0,172.3,104.04,103.85,4.12,3.27,111.69
1483,0.0,172.08,104.16,104.58,4.79,3.72,111.04
1484,0.0,172.08,103.96,104.95,5.22,3.45,112.07
1485,0.0,172.52,104.48,104.17,5.16,3.39,110.71
1486,0.0,172.47,104.16,103.85,3.99,3.32,111.25
1487,0.0,171.3,104.49,103.89,4.88,3.17,111.51
1488,0.0,171.78,103.93,103.93,5.88,3.19,111.07
1489,0.0,172.11,104.14,104.15,4.84,3.28,110.98
1490,0.0,171.82,104.32,104.05,6.06,3.03,111.68
1491,0.0,171.79,104.18,104.54,5.13,3.51,112.4
1492,0.0,172.01,103.97,104.4,5.52,3.31,111.18
1493,0.0,171.63,104.33,104.61,4.88,3.35,112.16
1494,0.0,171.57,104.14,104.14,5.41,3.23,111.76
1495,0.0,171.75,104.38,104.17,4.42,3.09,111.28
1496,0.0,172.19,104.63,104.44,5.27,3.37,110.97
1497,0.0,171.8,104.01,104.12,5.51,3.36,111.95
1498,0.0,172.06,104.28,104.06,5.17,3.46,112.25
1499,0.0,171.47,104.15,103.82,4.63,3.37,112.07
